연도,시도,구분,교과명,지원자,응시자,합격자
2005,서울,중등,생물,0,-,4
2005,서울,중등,지구과학,0,-,6
2005,서울,중등,공통사회,0,-,22
2005,서울,중등,일반사회,0,-,16
2005,서울,중등,역사,0,-,10
2005,서울,중등,지리,0,-,10
2005,서울,중등,도덕.윤리,0,-,16
2005,서울,중등,체육,0,-,9
2005,서울,중등,음악,0,-,17
2005,서울,중등,미술,0,-,12
2005,서울,중등,한문,0,-,9
2005,서울,중등,영어,0,-,42
2005,서울,중등,중국어,0,-,19
2005,서울,중등,일본어,0,-,15
2005,서울,중등,기술,0,-,17
2005,서울,중등,가정,0,-,6
2005,서울,중등,디자인.공예,0,-,2
2005,서울,중등,정보.컴퓨터,0,-,13
2005,서울,중등,상업정보,0,-,4
2005,서울,중등,치료교육(특수교사),0,-,7
2005,서울,중등,보건교사,0,-,26
2005,부산,중등,국어,0,-,34
2005,부산,중등,수학,0,-,20
2005,부산,중등,공통과학,0,-,2
2005,부산,중등,물리,0,-,3
2005,부산,중등,화학,0,-,5
2005,부산,중등,생물,0,-,6
2005,부산,중등,지구과학,0,-,4
2005,부산,중등,공통사회,0,-,3
2005,부산,중등,일반사회,0,-,10
2005,부산,중등,역사,0,-,3
2005,부산,중등,지리,0,-,7
2005,부산,중등,도덕.윤리,0,-,8
2005,부산,중등,체육,0,-,21
2005,부산,중등,미술,0,-,10
2005,부산,중등,영어,0,-,33
2005,부산,중등,중국어,0,-,5
2005,부산,중등,일본어,0,-,5
2005,부산,중등,기술,0,-,9
2005,부산,중등,가정,0,-,8
2005,부산,중등,정보.컴퓨터,0,-,8
2005,부산,중등,보건교사,0,-,11
2005,대구,중등,국어,0,-,32
2005,대구,중등,수학,0,-,31
2005,대구,중등,물리,0,-,2
2005,대구,중등,화학,0,-,8
2005,대구,중등,생물,0,-,5
2005,대구,중등,지구과학,0,-,6
2005,대구,중등,일반사회,0,-,5
2005,대구,중등,역사,0,-,14
2005,대구,중등,지리,0,-,7
2005,대구,중등,도덕.윤리,0,-,2
2005,대구,중등,체육,0,-,11
2005,대구,중등,음악,0,-,7
2005,대구,중등,미술,0,-,12
2005,대구,중등,한문,0,-,7
2005,대구,중등,영어,0,-,30
2005,대구,중등,중국어,0,-,5
2005,대구,중등,일본어,0,-,5
2005,대구,중등,기술,0,-,5
2005,대구,중등,치료교육(특수교사),0,-,12
2005,대구,중등,보건교사,0,-,12
2005,인천,중등,국어,0,-,50
2005,인천,중등,수학,0,-,40
2005,인천,중등,공통과학,0,-,20
2005,인천,중등,공통사회,0,-,30
2005,인천,중등,도덕.윤리,0,-,15
2005,인천,중등,체육,0,-,20
2005,인천,중등,음악,0,-,10
2005,인천,중등,미술,0,-,10
2005,인천,중등,한문,0,-,5
2005,인천,중등,영어,0,-,45
2005,인천,중등,중국어,0,-,10
2005,인천,중등,일본어,0,-,10
2005,인천,중등,기술,0,-,5
2005,인천,중등,가정,0,-,5
2005,인천,중등,정보.컴퓨터,0,-,10
2005,인천,중등,조리,0,-,2
2005,인천,중등,치료교육(특수교사),0,-,11
2005,인천,중등,보건교사,0,-,5
2005,광주,중등,국어,0,-,20
2005,광주,중등,수학,0,-,20
2005,광주,중등,물리,0,-,2
2005,광주,중등,화학,0,-,3
2005,광주,중등,생물,0,-,3
2005,광주,중등,지구과학,0,-,3
2005,광주,중등,일반사회,0,-,6
2005,광주,중등,역사,0,-,5
2005,광주,중등,지리,0,-,5
2005,광주,중등,도덕.윤리,0,-,5
2005,광주,중등,체육,0,-,10
2005,광주,중등,음악,0,-,4
2005,광주,중등,미술,0,-,4
2005,광주,중등,한문,0,-,2
2005,광주,중등,영어,0,-,15
2005,광주,중등,기술,0,-,10
2005,광주,중등,가정,0,-,10
2005,광주,중등,식물자원.조경,0,-,1
2005,광주,중등,동물자원,0,-,1
2005,광주,중등,식품가공,0,-,1
2005,광주,중등,교육학(특수교사),0,-,8
2005,광주,중등,직업교육(특수교사),0,-,2
2005,광주,중등,보건교사,0,-,5
2005,대전,중등,국어,0,-,31
2005,대전,중등,수학,0,-,27
2005,대전,중등,공통과학,0,-,3
2005,대전,중등,물리,0,-,4
2005,대전,중등,화학,0,-,5
2005,대전,중등,생물,0,-,5
2005,대전,중등,지구과학,0,-,6
2005,대전,중등,공통사회,0,-,5
2005,대전,중등,일반사회,0,-,6
2005,대전,중등,역사,0,-,7
2005,대전,중등,지리,0,-,6
2005,대전,중등,도덕.윤리,0,-,10
2005,대전,중등,체육,0,-,9
2005,대전,중등,음악,0,-,3
2005,대전,중등,미술,0,-,8
2005,대전,중등,한문,0,-,1
2005,대전,중등,영어,0,-,21
2005,대전,중등,중국어,0,-,5
2005,대전,중등,일본어,0,-,8
2005,대전,중등,수학(특수교사),0,-,1
2005,대전,중등,생물(특수교사),0,-,1
2005,대전,중등,도덕.윤리(특수교사),0,-,1
2005,대전,중등,미술(특수교사),0,-,2
2005,대전,중등,정보.컴퓨터(특수교사),0,-,1
2005,울산,중등,국어,0,-,32
2005,울산,중등,수학,0,-,21
2005,울산,중등,화학,0,-,4
2005,울산,중등,생물,0,-,4
2005,울산,중등,일반사회,0,-,10
2005,울산,중등,역사,0,-,5
2005,울산,중등,지리,0,-,5
2005,울산,중등,도덕.윤리,0,-,5
2005,울산,중등,체육,0,-,4
2005,울산,중등,음악,0,-,2
2005,울산,중등,미술,0,-,4
2005,울산,중등,한문,0,-,3
2005,울산,중등,영어,0,-,18
2005,울산,중등,중국어,0,-,4
2005,울산,중등,일본어,0,-,3
2005,울산,중등,기술,0,-,1
2005,울산,중등,가정,0,-,2
2005,울산,중등,기술.가정,0,-,3
2005,울산,중등,공통과학(특수교사),0,-,3
2005,울산,중등,일반사회(특수교사),0,-,2
2005,울산,중등,보건교사,0,-,4
2005,경기,중등,국어,0,-,149
2005,경기,중등,수학,0,-,152
2005,경기,중등,공통과학,0,-,79
2005,경기,중등,물리,0,-,6
2005,경기,중등,화학,0,-,6
2005,경기,중등,생물,0,-,7
2005,경기,중등,지구과학,0,-,6
2005,경기,중등,공통사회,0,-,96
2005,경기,중등,일반사회,0,-,7
2005,경기,중등,역사,0,-,8
2005,경기,중등,지리,0,-,7
2005,경기,중등,도덕.윤리,0,-,44
2005,경기,중등,체육,0,-,71
2005,경기,중등,음악,0,-,26
2005,경기,중등,미술,0,-,35
2005,경기,중등,한문,0,-,23
2005,경기,중등,영어,0,-,133
2005,경기,중등,중국어,0,-,7
2005,경기,중등,일본어,0,-,18
2005,경기,중등,기술,0,-,20
2005,경기,중등,가정,0,-,23
2005,경기,중등,정보.컴퓨터,0,-,10
2005,경기,중등,사서(실기교사),0,-,10
2005,경기,중등,이료(특수교사),0,-,31
2005,경기,중등,보건교사,0,-,45
2005,강원,중등,국어,0,-,46
2005,강원,중등,수학,0,-,34
2005,강원,중등,화학,0,-,4
2005,강원,중등,생물,0,-,4
2005,강원,중등,지구과학,0,-,3
2005,강원,중등,일반사회,0,-,8
2005,강원,중등,지리,0,-,3
2005,강원,중등,도덕.윤리,0,-,8
2005,강원,중등,체육,0,-,13
2005,강원,중등,음악,0,-,9
2005,강원,중등,미술,0,-,5
2005,강원,중등,한문,0,-,5
2005,강원,중등,영어,0,-,23
2005,강원,중등,일본어,0,-,6
2005,강원,중등,기술,0,-,4
2005,강원,중등,가정,0,-,6
2005,강원,중등,식물자원.조경,0,-,5
2005,강원,중등,동물자원,0,-,1
2005,강원,중등,식품가공,0,-,3
2005,강원,중등,디자인.공예,0,-,2
2005,강원,중등,정보.컴퓨터,0,-,4
2005,강원,중등,전기.전자.통신,0,-,2
2005,강원,중등,기계.금속,0,-,2
2005,강원,중등,건설,0,-,2
2005,강원,중등,사서(실기교사),0,-,1
2005,강원,중등,교육학(특수교사),0,-,30
2005,충북,중등,국어,0,-,12
2005,충북,중등,수학,0,-,13
2005,충북,중등,물리,0,-,8
2005,충북,중등,화학,0,-,3
2005,충북,중등,생물,0,-,7
2005,충북,중등,지구과학,0,-,3
2005,충북,중등,음악,0,-,6
2005,충북,중등,미술,0,-,3
2005,충북,중등,영어,0,-,10
2005,충북,중등,중국어,0,-,3
2005,충북,중등,식품가공,0,-,2
2005,충북,중등,디자인.공예,0,-,1
2005,충북,중등,조리,0,-,1
2005,충북,중등,사서(실기교사),0,-,1
2005,충북,중등,치료교육(특수교사),0,-,2
2005,충북,중등,직업교육(특수교사),0,-,2
2005,충북,중등,해당없음,0,-,21
2005,충남,중등,국어,0,-,5
2005,충남,중등,수학,0,-,3
2005,충남,중등,물리,0,-,4
2005,충남,중등,화학,0,-,3
2005,충남,중등,생물,0,-,6
2005,충남,중등,지구과학,0,-,3
2005,충남,중등,일반사회,0,-,2
2005,충남,중등,역사,0,-,2
2005,충남,중등,지리,0,-,3
2005,충남,중등,도덕.윤리,0,-,1
2005,충남,중등,체육,0,-,7
2005,충남,중등,한문,0,-,4
2005,충남,중등,영어,0,-,12
2005,충남,중등,중국어,0,-,3
2005,충남,중등,일본어,0,-,1
2005,충남,중등,식품가공,0,-,2
2005,충남,중등,자원.환경,0,-,1
2005,충남,중등,국어(특수교사),0,-,11
2005,전북,중등,국어,0,-,25
2005,전북,중등,수학,0,-,45
2005,전북,중등,물리,0,-,7
2005,전북,중등,지구과학,0,-,3
2005,전북,중등,일반사회,0,-,15
2005,전북,중등,역사,0,-,5
2005,전북,중등,도덕.윤리,0,-,7
2005,전북,중등,체육,0,-,15
2005,전북,중등,음악,0,-,15
2005,전북,중등,미술,0,-,7
2005,전북,중등,한문,0,-,10
2005,전북,중등,영어,0,-,25
2005,전북,중등,중국어,0,-,5
2005,전북,중등,스페인어,0,-,1
2005,전북,중등,일본어,0,-,7
2005,전북,중등,기술,0,-,13
2005,전북,중등,가정,0,-,11
2005,전북,중등,식물자원.조경,0,-,3
2005,전북,중등,농공,0,-,6
2005,전북,중등,식품가공,0,-,2
2005,전북,중등,전기.전자.통신,0,-,6
2005,전북,중등,사서(실기교사),0,-,3
2005,전북,중등,교육학(특수교사),0,-,5
2005,전북,중등,보건교사,0,-,12
2005,전남,중등,국어,0,-,25
2005,전남,중등,수학,0,-,24
2005,전남,중등,물리,0,-,6
2005,전남,중등,화학,0,-,7
2005,전남,중등,생물,0,-,6
2005,전남,중등,지구과학,0,-,5
2005,전남,중등,일반사회,0,-,10
2005,전남,중등,역사,0,-,6
2005,전남,중등,지리,0,-,7
2005,전남,중등,도덕.윤리,0,-,10
2005,전남,중등,체육,0,-,11
2005,전남,중등,음악,0,-,7
2005,전남,중등,영어,0,-,18
2005,전남,중등,미용,0,-,2
2005,경북,중등,국어,0,-,46
2005,경북,중등,수학,0,-,44
2005,경북,중등,물리,0,-,7
2005,경북,중등,화학,0,-,13
2005,경북,중등,생물,0,-,5
2005,경북,중등,지구과학,0,-,7
2005,경북,중등,일반사회,0,-,10
2005,경북,중등,역사,0,-,15
2005,경북,중등,지리,0,-,12
2005,경북,중등,체육,0,-,5
2005,경북,중등,음악,0,-,5
2005,경북,중등,미술,0,-,10
2005,경북,중등,중국어,0,-,5
2005,경북,중등,일본어,0,-,7
2005,경북,중등,기술,0,-,5
2005,경북,중등,가정,0,-,7
2005,경북,중등,전기.전자.통신,0,-,8
2005,경북,중등,기계.금속,0,-,6
2005,경북,중등,상업정보,0,-,4
2005,경북,중등,국어(특수교사),0,-,5
2005,경북,중등,수학(특수교사),0,-,3
2005,경북,중등,생물(특수교사),0,-,2
2005,경북,중등,일반사회(특수교사),0,-,3
2005,경북,중등,역사(특수교사),0,-,2
2005,경북,중등,영어(특수교사),0,-,2
2005,경남,중등,국어,0,-,29
2005,경남,중등,수학,0,-,43
2005,경남,중등,물리,0,-,8
2005,경남,중등,화학,0,-,8
2005,경남,중등,생물,0,-,8
2005,경남,중등,지구과학,0,-,4
2005,경남,중등,일반사회,0,-,10
2005,경남,중등,역사,0,-,8
2005,경남,중등,지리,0,-,8
2005,경남,중등,도덕.윤리,0,-,6
2005,경남,중등,체육,0,-,11
2005,경남,중등,음악,0,-,3
2005,경남,중등,미술,0,-,12
2005,경남,중등,영어,0,-,29
2005,경남,중등,중국어,0,-,10
2005,경남,중등,일본어,0,-,13
2005,경남,중등,기술,0,-,4
2005,경남,중등,가정,0,-,4
2005,경남,중등,사서(실기교사),0,-,3
2005,경남,중등,국어(특수교사),0,-,6
2005,경남,중등,수학(특수교사),0,-,4
2005,경남,중등,공통과학(특수교사),0,-,3
2005,경남,중등,공통사회(특수교사),0,-,6
2005,경남,중등,도덕.윤리(특수교사),0,-,4
2005,경남,중등,체육(특수교사),0,-,6
2005,경남,중등,음악(특수교사),0,-,2
2005,경남,중등,미술(특수교사),0,-,3
2005,경남,중등,디자인.공예(특수교사),0,-,1
2005,경남,중등,정보.컴퓨터(특수교사),0,-,3
2005,경남,중등,전기.전자.통신(특수교사),0,-,2
2005,경남,중등,직업교육(특수교사),0,-,3
2005,경남,중등,보건교사,0,-,17
2005,제주,중등,국어,0,-,7
2005,제주,중등,수학,0,-,11
2005,제주,중등,화학,0,-,2
2005,제주,중등,생물,0,-,1
2005,제주,중등,역사,0,-,4
2005,제주,중등,지리,0,-,3
2005,제주,중등,체육,0,-,5
2005,제주,중등,영어,0,-,10
2005,제주,중등,기계.금속,0,-,1
2005,제주,중등,도덕.윤리(특수교사),0,-,1
2005,제주,중등,체육(특수교사),0,-,1
2005,제주,중등,음악(특수교사),0,-,1
2005,제주,중등,디자인.공예(특수교사),0,-,1
2005,제주,중등,직업교육(특수교사),0,-,1
2005,전체,중등,국어,0,-,608
2005,전체,중등,수학,0,-,575
2005,전체,중등,공통과학,0,-,115
2005,전체,중등,물리,0,-,61
2005,전체,중등,화학,0,-,77
2005,전체,중등,생물,0,-,71
2005,전체,중등,지구과학,0,-,59
2005,전체,중등,공통사회,0,-,156
2005,전체,중등,일반사회,0,-,115
2005,전체,중등,역사,0,-,92
2005,전체,중등,지리,0,-,83
2005,전체,중등,도덕.윤리,0,-,137
2005,전체,중등,체육,0,-,222
2005,전체,중등,음악,0,-,114
2005,전체,중등,미술,0,-,132
2005,전체,중등,한문,0,-,69
2005,전체,중등,영어,0,-,464
2005,전체,중등,중국어,0,-,81
2005,전체,중등,스페인어,0,-,1
2005,전체,중등,일본어,0,-,98
2005,전체,중등,기술,0,-,93
2005,전체,중등,가정,0,-,82
2005,전체,중등,기술.가정,0,-,3
2005,전체,중등,식물자원.조경,0,-,9
2005,전체,중등,동물자원,0,-,2
2005,전체,중등,농공,0,-,6
2005,전체,중등,식품가공,0,-,10
2005,전체,중등,디자인.공예,0,-,5
2005,전체,중등,정보.컴퓨터,0,-,45
2005,전체,중등,전기.전자.통신,0,-,16
2005,전체,중등,기계.금속,0,-,9
2005,전체,중등,자원.환경,0,-,1
2005,전체,중등,건설,0,-,2
2005,전체,중등,상업정보,0,-,8
2005,전체,중등,조리,0,-,3
2005,전체,중등,미용,0,-,2
2005,전체,중등,사서(실기교사),0,-,18
2005,전체,중등,국어(특수교사),0,-,22
2005,전체,중등,수학(특수교사),0,-,8
2005,전체,중등,공통과학(특수교사),0,-,6
2005,전체,중등,생물(특수교사),0,-,3
2005,전체,중등,공통사회(특수교사),0,-,6
2005,전체,중등,일반사회(특수교사),0,-,5
2005,전체,중등,역사(특수교사),0,-,2
2005,전체,중등,도덕.윤리(특수교사),0,-,6
2005,전체,중등,교육학(특수교사),0,-,43
2005,전체,중등,체육(특수교사),0,-,7
2005,전체,중등,음악(특수교사),0,-,3
2005,전체,중등,미술(특수교사),0,-,5
2005,전체,중등,영어(특수교사),0,-,2
2005,전체,중등,디자인.공예(특수교사),0,-,2
2005,전체,중등,정보.컴퓨터(특수교사),0,-,4
2005,전체,중등,전기.전자.통신(특수교사),0,-,2
2005,전체,중등,이료(특수교사),0,-,31
2005,전체,중등,치료교육(특수교사),0,-,32
2005,전체,중등,직업교육(특수교사),0,-,8
2005,전체,중등,보건교사,0,-,137
2005,전체,중등,해당없음,0,-,21
2006,서울,중등,국어,0,-,30
2006,서울,중등,수학,0,-,26
2006,서울,중등,공통과학,0,-,4
2006,서울,중등,물리,0,-,6
2006,서울,중등,화학,0,-,4
2006,서울,중등,생물,0,-,15
2006,서울,중등,지구과학,0,-,6
2006,서울,중등,공통사회,0,-,5
2006,서울,중등,일반사회,0,-,21
2006,서울,중등,역사,0,-,26
2006,서울,중등,지리,0,-,10
2006,서울,중등,도덕.윤리,0,-,16
2006,서울,중등,체육,0,-,46
2006,서울,중등,음악,0,-,23
2006,서울,중등,미술,0,-,11
2006,서울,중등,한문,0,-,14
2006,서울,중등,영어,0,-,28
2006,서울,중등,중국어,0,-,12
2006,서울,중등,일본어,0,-,6
2006,서울,중등,기술,0,-,15
2006,서울,중등,가정,0,-,10
2006,서울,중등,디자인.공예,0,-,5
2006,서울,중등,정보.컴퓨터,0,-,23
2006,서울,중등,전기.전자.통신,0,-,5
2006,서울,중등,상업정보,0,-,2
2006,서울,중등,미용,0,-,1
2006,서울,중등,치료교육(특수교사),0,-,30
2006,서울,중등,보건(기타),0,-,20
2006,서울,중등,사서(기타),0,-,18
2006,부산,중등,국어,0,-,20
2006,부산,중등,수학,0,-,26
2006,부산,중등,물리,0,-,2
2006,부산,중등,화학,0,-,4
2006,부산,중등,생물,0,-,4
2006,부산,중등,지구과학,0,-,3
2006,부산,중등,공통사회,0,-,3
2006,부산,중등,일반사회,0,-,6
2006,부산,중등,역사,0,-,7
2006,부산,중등,지리,0,-,7
2006,부산,중등,체육,0,-,5
2006,부산,중등,음악,0,-,7
2006,부산,중등,한문,0,-,6
2006,부산,중등,영어,0,-,31
2006,부산,중등,중국어,0,-,5
2006,부산,중등,기술.가정,0,-,4
2006,부산,중등,화공.섬유,0,-,4
2006,부산,중등,국어(특수교사),0,-,3
2006,부산,중등,수학(특수교사),0,-,3
2006,부산,중등,공통과학(특수교사),0,-,2
2006,부산,중등,도덕.윤리(특수교사),0,-,2
2006,부산,중등,체육(특수교사),0,-,2
2006,부산,중등,음악(특수교사),0,-,2
2006,부산,중등,영어(특수교사),0,-,2
2006,부산,중등,가정(특수교사),0,-,1
2006,부산,중등,정보.컴퓨터(특수교사),0,-,2
2006,부산,중등,직업교육(특수교사),0,-,4
2006,부산,중등,보건(기타),0,-,5
2006,부산,중등,사서(기타),0,-,13
2006,대구,중등,국어,0,-,35
2006,대구,중등,수학,0,-,37
2006,대구,중등,물리,0,-,7
2006,대구,중등,화학,0,-,10
2006,대구,중등,생물,0,-,5
2006,대구,중등,지구과학,0,-,11
2006,대구,중등,일반사회,0,-,6
2006,대구,중등,역사,0,-,16
2006,대구,중등,지리,0,-,12
2006,대구,중등,도덕.윤리,0,-,9
2006,대구,중등,체육,0,-,13
2006,대구,중등,음악,0,-,7
2006,대구,중등,미술,0,-,19
